,Store_Number,County,Sale_total_month
940,4790,Des Moines,459.03
941,4791,Woodbury,124.2
942,4792,Dallas,416.4
943,4793,Lee,1441.46
944,4794,Des Moines,5877.69
945,4795,Polk,2734.56
946,4796,Polk,698.1
947,4797,Polk,575.4
948,4798,Polk,1680.78
949,4799,Polk,1111.92
950,4800,Polk,947.28
951,4801,Polk,2649.9
952,4802,Polk,4505.28
953,4803,Polk,2478.6
954,4804,Polk,1084.62
955,4805,Webster,3279.92
956,4806,Muscatine,2770.57
957,4807,Iowa,3396.6
958,4808,Pottawattamie,2296.62
959,4810,Polk,1878.47
960,4813,Clinton,1694.93
961,4817,Marion,193.14
962,4818,Winneshiek,2488.95
963,4819,Polk,4114.21
964,4820,Lyon,2129.09
965,4821,Mahaska,915.08
966,4823,Union,849.21
967,4824,Union,2247.54
968,4825,Clarke,641.28
969,4827,Johnson,2229.96
970,4828,Marshall,3079.32
971,4829,Polk,210340.17
972,4831,Boone,715.94
973,4836,Johnson,1511.34
974,4837,Johnson,2564.85
975,4838,Boone,332.04
976,4839,Worth,7967.81
977,4840,Black Hawk,846.64
978,4841,Scott,2824.02
979,4843,Muscatine,139.1
980,4844,Johnson,143.63
981,4845,Linn,2709.2
982,4846,Monona,596.94
983,4847,Scott,2464.39
984,4848,Madison,565.0
985,4849,Polk,5641.92
986,4852,Linn,584.98
987,4853,Polk,779.73
988,4854,Emmet,351.18
989,4856,Linn,2602.8
990,4857,Des Moines,422.24
991,4858,Des Moines,258.54
992,4859,Des Moines,1018.84
993,4861,Linn,1836.25
994,4862,Plymouth,1425.36
995,4864,Clinton,4146.66
996,4866,Pottawattamie,2685.36
997,4867,Pottawattamie,2418.8
998,4868,Dallas,872.57
999,4869,Clayton,1430.29
1000,4872,Madison,255.42
1001,4873,Dallas,1049.21
1002,4874,Henry,2157.7
1003,4876,Linn,3622.26
1004,4877,Polk,5166.99
1005,4878,O'Brien,1496.49
1006,4879,Woodbury,9289.53
1007,4880,Cass,498.51
1008,4882,Madison,1144.32
1009,4883,Keokuk,815.07
1010,4884,Woodbury,1121.34
1011,4885,Jackson,1190.15
1012,4887,Polk,554.22
1013,4888,Woodbury,921.76
1014,4890,Polk,274.11
1015,4891,Osceola,4967.5
1016,4892,Scott,2823.56
1017,4893,Polk,942.0
1018,4895,Linn,3987.14
1019,4896,Allamakee,883.47
1020,4897,Des Moines,5723.36
1021,4898,Des Moines,2637.58
1022,4899,Palo Alto,1162.96
1023,4900,Black Hawk,6179.35
1024,4901,Polk,1702.88
1025,4902,Black Hawk,2287.78
1026,4904,Lyon,1091.66
1027,4905,Calhoun,769.29
1028,4907,Black Hawk,1616.06
1029,4908,Clayton,623.48
1030,4909,Sioux,1916.99
1031,4910,Black Hawk,3096.92
1032,4911,Scott,270.65
1033,4912,Scott,974.5
1034,4914,Black Hawk,2690.5
1035,4915,Scott,221.45
1036,4917,Dallas,663.83
1037,4919,Polk,1037.91
1038,4921,Linn,1064.08
1039,4923,Cherokee,558.24
1040,4924,Chickasaw,1387.8
1041,4925,Polk,958.32
1042,4926,Polk,429.54
1043,4927,Polk,763.95
1044,4929,Dallas,511.56
1045,4930,Boone,526.98
1046,4932,Black Hawk,2259.59
1047,4933,Des Moines,285.88
1048,4934,Linn,976.56
1049,4935,Black Hawk,2543.4
1050,4937,Page,860.16
1051,4938,Buchanan,523.08
1052,4940,Polk,691.03
1053,4941,Polk,2697.72
1054,4942,Polk,1279.5
1055,4943,Wapello,309.11
1056,4944,Warren,308.88
1057,4945,Mitchell,2767.47
1058,4947,Black Hawk,4010.75
1059,4948,Clinton,771.04
1060,4949,Scott,1900.06
1061,4950,Linn,2065.23
1062,4952,Scott,1641.66
1063,4953,Clinton,632.34
1064,4956,Linn,1262.83
1065,4957,Sac,544.2
1066,4958,Black Hawk,2337.93
1067,4959,Black Hawk,4032.16
1068,4960,Story,1038.92
1069,4961,Dubuque,196.66
1070,4962,Scott,6808.53
1071,4967,Scott,1702.39
1072,4968,Poweshiek,60.12
1073,4969,Cerro Gordo,22878.49
1074,4970,Muscatine,1690.07
1075,4971,Polk,5369.7
1076,4972,Clayton,1331.76
1077,4973,Fayette,5958.03
1078,4974,Polk,1787.28
1079,4975,Woodbury,546.66
1080,4978,Black Hawk,1502.4
1081,4979,Linn,1057.26
1082,4980,Black Hawk,410.88
1083,4981,Tama,1214.88
1084,4982,Buena Vista,188.4
1085,4983,Des Moines,395.76
1086,4984,Muscatine,1907.1
1087,4985,Plymouth,469.29
1088,4986,Floyd,5891.12
1089,4987,Story,318.09
1090,4988,Black Hawk,11623.02
1091,4989,Johnson,419.22
1092,4991,Clayton,1252.08
1093,4992,Des Moines,510.4
1094,4993,Lee,2628.1
1095,4995,Shelby,811.8
1096,4996,Dubuque,64.8
1097,4997,Polk,6011.06
1098,4998,Calhoun,4200.34
1099,4999,Butler,860.54
1100,5000,Story,727.68
1101,5001,Buchanan,2600.1
1102,5003,Scott,4683.55
1103,5004,Ida,2351.94
1104,5005,Pocahontas,2563.8
1105,5006,Dubuque,94.5
1106,5007,Bremer,1295.94
1107,5009,Johnson,748.34
1108,5010,Sac,1570.59
1109,5011,Iowa,902.55
1110,5012,Boone,1093.07
1111,5013,Scott,2930.06
1112,5014,Johnson,2242.27
1113,5017,Allamakee,2416.04
1114,5018,Scott,6206.88
1115,5019,Jackson,969.0
1116,5020,Cedar,1615.68
1117,5021,Dickinson,944.98
1118,5022,Polk,1467.77
1119,5023,Linn,732.96
1120,5024,Linn,412.56
1121,5025,Linn,477.12
1122,5027,Woodbury,4128.76
1123,5028,Buena Vista,2136.23
1124,5029,Scott,6417.21
1125,5031,Black Hawk,1372.56
1126,5034,Cerro Gordo,4670.17
1127,5035,Pottawattamie,542.76
1128,5037,Greene,1821.99
1129,5039,Johnson,896.28
1130,5040,Muscatine,657.3
1131,5041,Poweshiek,1890.24
1132,5042,Dubuque,3208.76
1133,5043,Black Hawk,2936.58
1134,5044,Pottawattamie,764.02
1135,5045,Woodbury,1945.9
1136,5046,Lee,1173.36
1137,5047,Linn,99.18
1138,5048,Pocahontas,1206.52
1139,5050,Warren,2822.06
1140,5051,Polk,1519.15
1141,5052,Adair,404.46
1142,5054,Delaware,11029.8
1143,5055,Franklin,347.4
1144,5057,Polk,1295.7
1145,5058,Polk,971.38
1146,5059,Wayne,246.75
1147,5060,Johnson,1701.02
1148,5061,Linn,377.52
1149,5062,Lee,646.79
1150,5063,Black Hawk,3635.96
1151,5064,Linn,705.84
1152,5065,Woodbury,576.17
1153,5066,Dubuque,214.56
1154,5067,Buena Vista,2013.8
1155,5068,Dickinson,4450.02
1156,5069,Winnebago,555.18
1157,5070,Muscatine,1999.78
1158,5071,Cedar,1719.36
1159,5072,Henry,1588.56
1160,5073,Linn,1816.44
1161,5074,Linn,477.24
1162,5075,Mahaska,1244.88
1163,5076,Woodbury,951.05
1164,5077,Pottawattamie,9402.12
1165,5078,Pottawattamie,81.4
1166,5079,Crawford,200.46
1167,5080,Clay,5726.56
1168,5081,Cass,881.73
1169,5082,Cass,64.8
1170,5083,Woodbury,672.22
1171,5086,Woodbury,1873.83
1172,5087,Harrison,265.82
1173,5088,Sioux,430.35
1174,5089,Harrison,880.27
1175,5090,Muscatine,978.38
1176,5091,Muscatine,833.09
1177,5092,Polk,988.56
1178,5094,Linn,482.82
1179,5095,Pottawattamie,734.64
1180,5096,Johnson,1087.62
1181,5097,Linn,1665.66
1182,5098,Polk,2907.37
1183,5099,Polk,171.93
1184,5100,Scott,3322.68
1185,5101,Black Hawk,2994.37
1186,5102,Linn,52073.64
1187,5103,Muscatine,733.19
1188,5104,Dickinson,317.33
1189,5105,Johnson,14971.97
1190,5106,Clinton,9190.76
1191,5107,Polk,1208.83
1192,5108,Scott,2147.11
1193,5109,Warren,243.6
1194,5110,Taylor,1420.7
1195,5111,Johnson,717.96
1196,5112,Lyon,1002.24
1197,5113,Black Hawk,2137.63
1198,5114,Harrison,1064.64
1199,5115,Worth,806.1
1200,5116,Webster,4741.18
1201,5117,Marshall,2011.58
1202,5118,Dubuque,213.92
1203,5119,Hancock,527.64
1204,5120,Monona,921.36
1205,5121,Floyd,6766.84
1206,5123,Dallas,2925.3
1207,5124,Polk,8163.12
1208,5125,Polk,10050.3
1209,5126,Polk,8999.67
1210,5127,Polk,17136.18
1211,5128,Polk,7052.07
1212,5129,Polk,9114.33
1213,5130,Scott,246.4
1214,5131,Polk,5768.63
1215,5132,Polk,1863.34
1216,5133,Sioux,1679.25
1217,5134,Floyd,733.35
1218,5135,Story,2236.74
1219,5137,Polk,558.66
1220,5138,Jasper,754.14
1221,5140,Cherokee,4359.27
1222,5141,Webster,179.28
1223,5142,Linn,3382.56
1224,5144,Polk,38563.2
1225,5145,Polk,7983.43
1226,5146,Polk,2472.83
1227,5147,Poweshiek,256.8
1228,5148,Dubuque,3147.12
1229,5149,Des Moines,1833.63
1230,5150,Poweshiek,135.66
1231,5151,Ida,3095.5
1232,5152,Black Hawk,516.9
1233,5153,Lyon,1090.28
1234,5154,Dickinson,561.12
1235,5155,Black Hawk,1836.99
1236,5157,Calhoun,417.6
1237,5159,Calhoun,416.82
1238,5160,Wapello,982.5
1239,5162,Polk,5734.68
1240,5163,Henry,672.53
1241,5164,Pottawattamie,1770.77
1242,5165,Winnebago,2067.0
1243,5166,Marshall,3986.11
1244,5167,Webster,5936.24
1245,5169,Polk,1304.87
1246,5170,Marshall,196.02
1247,5171,Delaware,1251.06
1248,5172,Linn,6027.95
1249,5173,Audubon,2887.94
1250,5174,Black Hawk,1421.45
1251,5175,Delaware,299.89
1252,5176,Linn,3339.04
1253,5177,Pottawattamie,325.5
1254,5178,Muscatine,83.94
1255,5179,Jasper,1114.89
1256,5180,Fayette,2031.87
1257,5181,Bremer,415.92
1258,5182,Pottawattamie,232.18
1259,5183,Dubuque,182.16
1260,5185,Johnson,508.68
1261,5186,Fayette,340.8
1262,5187,Story,1389.6
1263,5188,Woodbury,726.9
1264,5189,Polk,68.4
1265,5190,Linn,1722.91
1266,5191,Guthrie,164.76
1267,5192,Linn,33.6
1268,5195,Pottawattamie,92.5
1269,5196,Johnson,292.28
1270,5198,Scott,7058.99
1271,5199,Fayette,3250.4
1272,5202,Black Hawk,407.61
1273,5203,Carroll,2988.03
1274,5204,Des Moines,1793.26
1275,5205,Carroll,323.14
1276,5206,Grundy,2211.73
1277,5207,Linn,5455.23
1278,5208,Cass,385.62
1279,5210,Page,6767.32
1280,5211,Polk,1210.13
1281,5212,Cerro Gordo,778.84
1282,5213,Lee,462.38
1283,5214,Linn,1652.94
1284,5215,Scott,2207.05
1285,5216,UN_COUNTY,159.48
1286,5217,UN_COUNTY,469.62
1287,5218,Lucas,19.2
1288,5220,Cerro Gordo,1516.17
1289,5222,Linn,9948.72
1290,5223,UN_COUNTY,327.18
1291,5224,Johnson,2595.98
1292,5225,Johnson,745.65
1293,5226,Scott,1746.09
1294,5227,Clinton,1717.53
1295,5229,Warren,510.66
1296,5230,Linn,3441.31
1297,5232,Audubon,186.69
1298,5233,Marion,284.85
1299,5234,Dubuque,525.0
1300,5236,Jones,4257.62
1301,5237,Webster,1341.93
1302,5240,Cedar,477.6
1303,5247,Cerro Gordo,278.06
1304,9001,Johnson,708.24
1305,9002,Scott,1382.64
1306,9010,Warren,177.48
1307,9013,Warren,361.56
1308,9023,Carroll,633.36
